지점,지점명,일시,1.5M 정시 습도(%),10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%),1.5M 정시 기온(°C),1.5M 정시 풍속(m/s),정시 지면온도(°C),정시 초상온도(°C),1.5M 정시 지중온도(°C),정시 누적 순복사(MJ/m2),정시 누적 전천복사(MJ/m2),정시 누적 반사복사(MJ/m2),정시 조도(10lux),정시 지하수위(cm),rain_mm
119,수원(농),2024-03-29 19:00:00,74.4,45.0,44.0,47.7,61.0,8.8,,7.5,7.1,7.9,,100.0,,,,1.9
119,수원(농),2024-03-29 20:00:00,77.9,45.0,43.9,48.1,61.2,7.4,,6.0,5.5,7.9,,100.0,,,,1.9
119,수원(농),2024-03-29 21:00:00,74.6,44.5,44.0,47.6,61.0,6.6,,5.0,4.1,7.9,,100.0,,,,1.9
119,수원(농),2024-03-29 22:00:00,72.8,44.9,44.3,47.3,61.1,5.6,,4.1,0.9,7.9,,100.0,,,,1.9
119,수원(농),2024-03-29 23:00:00,76.2,44.6,44.1,47.4,61.2,4.8,,3.4,-1.0,7.9,,100.0,,,,1.9
119,수원(농),2024-03-30 00:00:00,80.8,44.6,44.2,47.9,61.9,3.9,,2.8,-2.2,7.8,,100.0,,,,0.0
119,수원(농),2024-03-30 01:00:00,89.8,44.7,44.2,47.5,61.2,2.8,,2.4,-2.0,7.8,,100.0,,,,0.0
119,수원(농),2024-03-30 02:00:00,93.3,44.5,44.2,47.6,60.7,2.5,,2.0,-2.7,7.8,,100.0,,,,0.0
119,수원(농),2024-03-30 03:00:00,89.0,44.3,44.6,47.8,61.4,2.8,,1.8,-1.7,7.8,,100.0,,,,0.0
119,수원(농),2024-03-30 04:00:00,91.0,44.5,45.0,47.8,61.1,2.3,,1.5,-3.1,7.8,,100.0,,,,0.0
119,수원(농),2024-03-30 05:00:00,93.5,44.4,45.1,47.6,60.7,2.0,,1.4,-3.2,7.8,,100.0,,,,0.0
119,수원(농),2024-03-30 06:00:00,95.2,44.2,44.9,47.4,60.9,1.7,,1.1,-3.4,7.8,,100.0,,,,0.0
119,수원(농),2024-03-30 07:00:00,95.8,44.2,44.9,47.7,60.8,1.7,,1.4,-1.5,7.8,,,,,,0.0
119,수원(농),2024-03-30 08:00:00,69.9,44.5,45.0,47.5,61.1,5.5,,3.9,5.9,8.0,,,,,,0.0
119,수원(농),2024-03-30 09:00:00,51.0,44.6,45.3,48.0,61.4,8.1,,10.4,12.9,8.1,,,,,,0.0
119,수원(농),2024-03-30 10:00:00,42.1,44.4,44.9,47.8,61.0,10.0,,14.4,20.3,8.1,,,,,,0.0
119,수원(농),2024-03-30 11:00:00,33.1,44.3,45.1,47.8,61.5,12.6,,19.0,26.1,8.2,,,,,,0.0
119,수원(농),2024-03-30 12:00:00,32.2,44.6,44.9,47.9,61.3,14.5,,23.9,32.0,8.2,,,,,,0.0
119,수원(농),2024-03-30 13:00:00,29.0,44.0,44.6,48.1,61.2,16.6,,23.6,32.1,8.2,,,,,,0.0
119,수원(농),2024-03-30 14:00:00,28.4,44.5,44.9,47.6,61.4,18.1,,22.6,30.3,8.2,,,,,,0.0
119,수원(농),2024-03-30 15:00:00,33.6,43.9,44.3,47.9,61.4,16.6,,19.7,24.4,8.2,,,,,,0.0
119,수원(농),2024-03-30 16:00:00,41.2,41.2,43.9,47.5,62.0,14.0,,14.2,16.1,8.1,,,,,,0.0
119,수원(농),2024-03-30 17:00:00,75.3,40.8,41.2,47.7,61.3,10.3,,11.6,10.9,8.1,,,,,,0.0
119,수원(농),2024-03-30 18:00:00,62.8,40.4,40.1,47.6,61.1,11.0,,10.9,11.9,8.1,,,,,,0.0
119,수원(농),2024-03-30 19:00:00,57.3,40.1,39.3,47.6,61.4,9.9,,8.1,7.7,8.1,,100.0,,,,0.0
119,수원(농),2024-03-30 20:00:00,59.8,40.0,37.8,47.0,60.7,8.5,,6.4,6.4,8.0,,100.0,,,,0.0
119,수원(농),2024-03-30 21:00:00,71.5,40.1,37.2,47.7,61.8,7.4,,5.7,5.0,8.0,,100.0,,,,0.0
119,수원(농),2024-03-30 22:00:00,80.2,39.8,36.4,47.6,61.3,6.6,,5.2,3.2,8.0,,100.0,,,,0.0
119,수원(농),2024-03-30 23:00:00,85.1,39.6,35.9,47.7,61.3,5.6,,4.8,1.2,8.0,,100.0,,,,0.0
119,수원(농),2024-03-31 00:00:00,80.5,39.5,36.0,47.5,60.9,5.3,,4.0,0.9,7.9,,100.0,,,,0.0
119,수원(농),2024-03-31 01:00:00,64.8,39.1,35.3,46.1,61.0,5.3,,3.4,1.4,8.0,,100.0,,,,0.0
119,수원(농),2024-03-31 02:00:00,64.2,39.3,35.4,46.1,61.6,4.3,,2.6,-2.5,7.9,,100.0,,,,0.0
119,수원(농),2024-03-31 03:00:00,58.1,38.9,35.3,45.0,61.5,3.6,,2.0,-3.9,7.9,,100.0,,,,0.0
119,수원(농),2024-03-31 04:00:00,68.8,38.3,34.6,44.2,60.4,2.3,,1.4,-4.4,7.9,,100.0,,,,0.0
119,수원(농),2024-03-31 05:00:00,75.7,38.8,34.9,44.6,61.4,1.5,,0.9,-4.5,7.9,,100.0,,,,0.0
119,수원(농),2024-03-31 06:00:00,78.1,38.7,33.6,43.7,61.5,1.2,,0.7,-5.1,7.9,,100.0,,,,0.0
119,수원(농),2024-03-31 07:00:00,78.8,38.2,32.7,42.1,61.0,1.8,,1.1,-1.4,7.9,,,,,,0.0
119,수원(농),2024-03-31 08:00:00,63.7,38.2,32.5,41.9,60.9,5.8,,3.7,6.9,8.1,,,,,,0.0
119,수원(농),2024-03-31 09:00:00,55.7,38.3,32.4,41.0,60.9,8.2,,11.8,15.0,8.2,,,,,,0.0
119,수원(농),2024-03-31 10:00:00,37.9,38.2,32.9,41.2,61.4,10.8,,18.1,24.2,8.3,,,,,,0.0
119,수원(농),2024-03-31 11:00:00,21.0,38.7,32.9,41.6,61.5,13.2,,22.5,30.2,8.3,,,,,,0.0
119,수원(농),2024-03-31 12:00:00,15.9,38.4,32.5,41.9,61.4,14.1,,26.6,33.9,8.3,,,,,,0.0
119,수원(농),2024-03-31 13:00:00,16.2,38.2,33.0,42.7,61.7,15.5,,27.9,36.3,8.3,,,,,,0.0
119,수원(농),2024-03-31 14:00:00,13.9,37.7,33.0,42.5,61.6,16.2,,26.9,29.8,8.3,,,,,,0.0
119,수원(농),2024-03-31 15:00:00,16.1,37.6,32.2,42.8,61.1,16.2,,24.6,27.7,8.3,,,,,,0.0
119,수원(농),2024-03-31 16:00:00,16.7,37.4,32.5,42.8,61.1,16.5,,21.6,24.4,8.3,,,,,,0.0
119,수원(농),2024-03-31 17:00:00,16.5,37.3,32.7,43.1,61.4,16.5,,16.9,20.8,8.3,,,,,,0.0
119,수원(농),2024-03-31 18:00:00,18.8,37.0,32.4,42.3,61.2,16.0,,13.8,16.0,8.2,,,,,,0.0
119,수원(농),2024-03-31 19:00:00,36.0,37.0,31.9,42.0,61.5,13.6,,11.0,12.1,8.2,,100.0,,,,0.0
119,수원(농),2024-03-31 20:00:00,48.4,36.3,31.5,41.1,61.3,10.9,,9.6,9.7,8.2,,100.0,,,,0.0
119,수원(농),2024-03-31 21:00:00,52.5,36.4,31.2,40.6,61.1,10.4,,8.7,8.9,8.2,,100.0,,,,0.0
119,수원(농),2024-03-31 22:00:00,58.1,36.5,31.1,41.4,61.8,9.6,,7.6,7.4,8.1,,100.0,,,,0.0
119,수원(농),2024-03-31 23:00:00,52.4,35.8,30.4,40.0,61.2,9.1,,6.3,5.4,8.1,,100.0,,,,0.0
119,수원(농),2024-04-01 00:00:00,52.2,36.8,30.2,39.4,61.4,8.1,,5.3,1.6,8.1,,100.0,,,,0.0
119,수원(농),2024-04-01 01:00:00,58.4,35.8,30.1,38.4,61.2,6.6,,4.5,0.3,8.1,,100.0,,,,0.0
119,수원(농),2024-04-01 02:00:00,61.7,36.1,29.8,38.2,61.2,5.6,,3.8,-1.8,8.0,,100.0,,,,0.0
119,수원(농),2024-04-01 03:00:00,68.2,35.7,29.3,37.5,61.1,4.7,,3.3,-2.1,8.1,,100.0,,,,0.0
119,수원(농),2024-04-01 04:00:00,73.5,35.5,29.2,36.6,60.6,3.9,,2.9,-2.5,8.0,,100.0,,,,0.0
119,수원(농),2024-04-01 05:00:00,73.6,35.4,29.2,36.5,61.1,3.9,,2.5,-2.6,8.0,,100.0,,,,0.0
119,수원(농),2024-04-01 06:00:00,76.6,35.5,29.2,35.8,61.4,3.3,,2.2,-2.5,8.0,,100.0,,,,0.0
119,수원(농),2024-04-01 07:00:00,78.2,35.7,28.8,35.2,60.3,3.3,,2.6,-1.1,8.0,,,,,,0.0
119,수원(농),2024-04-01 08:00:00,70.6,35.5,28.5,34.8,61.1,6.6,,5.1,8.6,8.2,,,,,,0.0
119,수원(농),2024-04-01 09:00:00,49.3,35.0,28.7,34.3,61.1,10.5,,13.6,18.0,8.3,,,,,,0.0
119,수원(농),2024-04-01 10:00:00,35.9,35.4,28.7,34.6,61.0,13.2,,19.4,26.1,8.3,,,,,,0.0
119,수원(농),2024-04-01 11:00:00,23.4,35.2,28.7,34.4,60.6,15.3,,23.9,32.4,8.4,,,,,,0.0
119,수원(농),2024-04-01 12:00:00,20.0,35.6,28.9,34.8,61.1,16.7,,28.9,35.7,8.4,,,,,,0.0
119,수원(농),2024-04-01 13:00:00,18.1,34.9,28.8,34.6,60.8,18.1,,31.5,34.9,8.4,,,,,,0.0
119,수원(농),2024-04-01 14:00:00,21.7,35.7,28.8,34.6,60.8,17.9,,31.9,32.6,8.4,,,,,,0.0
119,수원(농),2024-04-01 15:00:00,14.1,35.1,28.5,34.7,61.1,17.6,,30.5,30.1,8.4,,,,,,0.0
119,수원(농),2024-04-01 16:00:00,15.4,34.7,28.5,34.2,61.3,17.0,,26.1,26.2,8.4,,,,,,0.0
119,수원(농),2024-04-01 17:00:00,14.5,34.6,28.7,34.7,61.0,16.5,,19.7,22.0,8.4,,,,,,0.0
119,수원(농),2024-04-01 18:00:00,17.3,34.8,28.4,34.5,61.1,15.7,,14.8,15.5,8.3,,,,,,0.0
119,수원(농),2024-04-01 19:00:00,14.0,34.4,28.3,34.4,61.1,13.5,,11.2,10.8,8.2,,100.0,,,,0.0
119,수원(농),2024-04-01 20:00:00,46.7,34.0,28.4,34.3,60.9,11.3,,9.3,4.5,8.2,,100.0,,,,0.0
119,수원(농),2024-04-01 21:00:00,73.5,34.2,27.8,34.4,60.9,9.8,,7.9,2.2,8.2,,100.0,,,,0.0
119,수원(농),2024-04-01 22:00:00,74.5,34.8,27.7,33.8,60.7,9.0,,6.8,1.4,8.2,,100.0,,,,0.0
119,수원(농),2024-04-01 23:00:00,82.8,34.0,27.6,33.6,61.0,7.7,,5.9,0.4,8.2,,100.0,,,,0.0
119,수원(농),2024-04-02 00:00:00,88.0,33.7,28.0,33.6,61.0,6.7,,5.2,-0.5,8.1,,100.0,,,,0.0
119,수원(농),2024-04-02 01:00:00,90.4,34.3,27.4,33.5,60.6,5.8,,4.7,-1.1,8.1,,100.0,,,,0.0
119,수원(농),2024-04-02 02:00:00,92.9,33.6,27.3,33.2,61.0,5.2,,4.1,-1.0,8.1,,100.0,,,,0.0
119,수원(농),2024-04-02 03:00:00,95.6,33.8,27.4,33.3,60.6,4.9,,3.9,-1.4,8.1,,100.0,,,,0.0
119,수원(농),2024-04-02 04:00:00,95.6,33.7,27.4,32.9,61.6,4.6,,3.6,-1.5,8.1,,100.0,,,,0.0
119,수원(농),2024-04-02 05:00:00,99.1,33.2,27.2,33.0,60.7,4.5,,3.3,-1.0,8.1,,100.0,,,,0.0
119,수원(농),2024-04-02 06:00:00,99.2,33.5,27.1,32.8,60.5,4.6,,3.2,-1.3,8.1,,100.0,,,,0.0
119,수원(농),2024-04-02 07:00:00,98.7,33.4,27.0,32.7,60.4,5.6,,4.4,2.5,8.2,,,,,,0.0
119,수원(농),2024-04-02 08:00:00,85.7,33.2,27.0,32.3,61.3,9.0,,7.0,10.5,8.3,,,,,,0.0
119,수원(농),2024-04-02 09:00:00,69.0,33.7,27.2,32.5,60.8,14.2,,14.8,20.4,8.4,,,,,,0.0
119,수원(농),2024-04-02 10:00:00,64.6,33.7,26.9,32.1,60.1,17.2,,22.3,29.9,8.5,,,,,,0.0
119,수원(농),2024-04-02 11:00:00,60.7,33.4,27.6,32.3,60.9,19.3,,26.9,35.2,8.5,,,,,,0.0
119,수원(농),2024-04-02 12:00:00,60.9,33.9,27.0,32.5,61.0,20.7,,33.1,39.9,8.5,,,,,,0.0
119,수원(농),2024-04-02 13:00:00,61.1,33.5,27.4,32.5,61.3,22.1,,34.1,40.8,8.5,,,,,,0.0
119,수원(농),2024-04-02 14:00:00,67.0,33.4,26.9,32.7,60.9,23.1,,35.5,40.6,8.5,,,,,,0.0
119,수원(농),2024-04-02 15:00:00,74.5,33.1,26.8,32.2,60.6,22.2,,34.2,34.5,8.5,,,,,,0.0
119,수원(농),2024-04-02 16:00:00,30.6,32.8,26.9,32.3,60.8,21.9,,30.8,32.4,8.5,,,,,,0.0
119,수원(농),2024-04-02 17:00:00,44.9,32.8,26.7,32.2,60.5,20.6,,23.3,26.1,8.5,,,,,,0.0
119,수원(농),2024-04-02 18:00:00,52.9,32.5,26.7,32.3,60.9,19.8,,19.6,20.8,8.4,,,,,,0.0
119,수원(농),2024-04-02 19:00:00,66.2,32.8,26.6,32.1,61.2,18.0,,15.6,14.2,8.4,,100.0,,,,0.0
119,수원(농),2024-04-02 20:00:00,,32.7,27.0,32.1,60.5,15.9,,13.2,9.9,8.4,,100.0,,,,0.0
119,수원(농),2024-04-02 21:00:00,70.2,32.7,26.4,32.1,60.5,14.8,,11.8,7.9,8.3,,100.0,,,,0.0
119,수원(농),2024-04-02 22:00:00,73.4,32.7,26.4,32.2,60.8,14.2,,11.5,8.7,8.3,,100.0,,,,0.0
119,수원(농),2024-04-02 23:00:00,77.4,32.7,26.3,31.8,60.3,13.3,,10.4,7.2,8.3,,100.0,,,,0.0
119,수원(농),2024-04-03 00:00:00,78.4,32.6,26.3,31.9,60.4,13.1,,11.1,10.1,8.3,,100.0,,,,8.5
119,수원(농),2024-04-03 01:00:00,78.1,32.7,26.4,31.7,60.9,13.1,,11.3,10.6,8.3,,100.0,,,,8.5
119,수원(농),2024-04-03 02:00:00,75.2,32.3,26.4,31.5,60.2,13.8,,11.5,11.2,8.4,,100.0,,,,8.5
119,수원(농),2024-04-03 03:00:00,66.2,32.2,26.1,31.6,59.6,14.4,,11.6,11.6,8.4,,100.0,,,,8.5
119,수원(농),2024-04-03 04:00:00,61.7,32.3,25.6,31.4,59.0,14.5,,11.6,12.0,8.4,,100.0,,,,8.5
119,수원(농),2024-04-03 05:00:00,64.4,32.3,26.1,31.4,58.5,15.9,,12.1,14.0,8.4,,100.0,,,,8.5
119,수원(농),2024-04-03 06:00:00,65.4,32.3,26.2,31.2,59.0,15.7,,12.2,14.1,8.4,,100.0,,,,8.5
119,수원(농),2024-04-03 07:00:00,65.5,32.4,26.3,31.1,59.0,15.6,,12.4,14.3,8.4,,,,,,8.5
119,수원(농),2024-04-03 08:00:00,80.4,32.4,26.2,30.9,58.1,14.5,,12.8,13.1,8.4,,,,,,8.5
119,수원(농),2024-04-03 09:00:00,87.0,32.6,26.2,31.1,57.4,13.9,,13.6,13.9,8.4,,,,,,8.5
119,수원(농),2024-04-03 10:00:00,88.0,33.5,26.2,31.1,57.1,13.8,,14.7,14.7,8.4,,,,,,8.5
119,수원(농),2024-04-03 11:00:00,91.2,35.5,26.6,31.6,55.3,13.9,,14.9,15.0,8.4,,,,,,8.5
119,수원(농),2024-04-03 12:00:00,92.6,44.4,32.4,31.9,54.5,14.3,,16.4,17.1,8.4,,,,,,8.5
119,수원(농),2024-04-03 13:00:00,90.7,44.8,39.5,41.0,61.3,15.0,,18.4,19.7,8.4,,,,,,8.5
119,수원(농),2024-04-03 14:00:00,88.9,41.7,34.3,40.4,60.5,15.2,,16.7,16.6,8.5,,,,,,8.5
119,수원(농),2024-04-03 15:00:00,83.1,41.7,33.6,39.5,60.9,15.5,,16.0,15.7,8.5,,,,,,8.5
119,수원(농),2024-04-03 16:00:00,82.8,42.2,34.2,40.1,61.0,15.7,,15.9,16.6,8.4,,,,,,8.5
119,수원(농),2024-04-03 17:00:00,79.2,41.7,34.2,39.8,60.8,16.1,,16.8,18.9,8.5,,,,,,8.5
119,수원(농),2024-04-03 18:00:00,72.3,42.6,34.6,42.3,61.6,16.1,,15.2,15.6,8.5,,,,,,8.5
119,수원(농),2024-04-03 19:00:00,74.5,42.0,34.8,45.9,61.0,15.8,,13.9,14.5,8.4,,,,,,8.5
119,수원(농),2024-04-03 20:00:00,82.3,42.3,35.6,47.6,61.1,15.2,,13.6,13.8,8.4,,100.0,,,,8.5
119,수원(농),2024-04-03 21:00:00,85.4,41.9,36.1,48.1,60.7,14.9,,13.4,13.6,8.5,,100.0,,,,8.5
119,수원(농),2024-04-03 22:00:00,86.2,42.0,36.7,48.1,61.0,14.5,,13.0,12.6,8.5,,100.0,,,,8.5
119,수원(농),2024-04-03 23:00:00,90.7,42.1,37.3,47.9,60.6,13.8,,12.2,10.9,8.4,,100.0,,,,8.5
119,수원(농),2024-04-04 00:00:00,86.4,42.8,38.3,48.1,61.3,13.1,,11.7,10.3,8.4,,100.0,,,,0.0
119,수원(농),2024-04-04 01:00:00,88.5,42.6,39.1,48.2,61.3,12.0,,10.8,8.5,8.4,,100.0,,,,0.0
119,수원(농),2024-04-04 02:00:00,90.6,42.3,38.8,48.0,61.1,11.6,,10.4,7.5,8.4,,100.0,,,,0.0
119,수원(농),2024-04-04 03:00:00,92.0,41.9,38.7,47.9,61.0,13.0,,10.6,11.4,8.4,,100.0,,,,0.0
119,수원(농),2024-04-04 04:00:00,88.9,42.4,39.2,48.3,60.4,12.5,,10.4,8.6,8.4,,100.0,,,,0.0
119,수원(농),2024-04-04 05:00:00,85.7,41.8,39.4,47.9,60.8,12.2,,10.5,10.2,8.4,,100.0,,,,0.0
119,수원(농),2024-04-04 06:00:00,80.6,42.7,39.6,48.3,61.4,12.4,,10.8,10.7,8.4,,100.0,,,,0.0
119,수원(농),2024-04-04 07:00:00,71.1,42.4,39.4,47.9,60.8,12.8,,11.0,10.9,8.5,,,,,,0.0
119,수원(농),2024-04-04 08:00:00,64.5,42.6,39.7,48.4,61.1,13.4,,12.3,13.8,8.5,,,,,,0.0
119,수원(농),2024-04-04 09:00:00,61.2,42.8,40.0,48.1,61.4,14.3,,14.4,17.1,8.6,,,,,,0.0
119,수원(농),2024-04-04 10:00:00,54.3,43.3,42.4,48.3,60.6,15.9,,20.4,25.3,8.6,,,,,,0.0
119,수원(농),2024-04-04 11:00:00,52.8,43.1,44.0,48.4,61.3,17.6,,22.7,28.7,8.6,,,,,,0.0
119,수원(농),2024-04-04 12:00:00,49.9,43.0,43.6,48.4,60.5,17.7,,21.7,27.5,8.6,,,,,,0.0
119,수원(농),2024-04-04 13:00:00,49.2,42.9,44.0,48.7,61.6,18.9,,24.2,29.9,8.7,,,,,,0.0
119,수원(농),2024-04-04 14:00:00,50.5,42.8,43.8,48.8,61.2,18.4,,22.3,28.7,8.7,,,,,,0.0
119,수원(농),2024-04-04 15:00:00,47.7,41.7,43.2,48.2,61.1,18.5,,23.0,29.3,8.7,,,,,,0.0
119,수원(농),2024-04-04 16:00:00,53.8,41.4,42.8,48.4,60.5,17.7,,18.9,22.8,8.6,,,,,,0.0
119,수원(농),2024-04-04 17:00:00,52.1,40.9,42.8,47.9,60.7,17.5,,17.3,22.8,8.6,,,,,,0.0
119,수원(농),2024-04-04 18:00:00,52.6,40.6,42.2,47.8,61.0,16.5,,14.6,17.4,8.6,,,,,,0.0
119,수원(농),2024-04-04 19:00:00,100.0,40.6,40.2,48.4,62.5,15.4,,12.6,13.6,8.6,,100.0,,,,0.0
119,수원(농),2024-04-04 20:00:00,66.6,40.2,39.1,48.7,61.3,14.9,,11.7,13.6,8.6,,100.0,,,,0.0
119,수원(농),2024-04-04 21:00:00,54.3,39.8,38.2,47.9,61.0,14.2,,10.9,12.3,8.6,,100.0,,,,0.0
119,수원(농),2024-04-04 22:00:00,58.5,39.8,38.0,48.5,61.4,13.3,,10.2,11.2,8.6,,100.0,,,,0.0
119,수원(농),2024-04-04 23:00:00,54.8,39.5,37.4,48.4,61.7,13.3,,10.3,11.7,8.6,,100.0,,,,0.0
119,수원(농),2024-04-05 00:00:00,50.4,39.3,37.3,48.4,61.4,13.1,,10.1,11.9,8.6,,100.0,,,,0.0
119,수원(농),2024-04-05 01:00:00,50.8,39.3,36.4,48.8,61.4,12.8,,9.9,11.6,8.6,,100.0,,,,0.0
119,수원(농),2024-04-05 02:00:00,49.0,39.2,35.8,48.6,60.9,12.6,,9.7,12.0,8.6,,100.0,,,,0.0
119,수원(농),2024-04-05 03:00:00,48.0,38.7,35.5,48.0,60.8,12.4,,9.6,11.8,8.6,,100.0,,,,0.0
119,수원(농),2024-04-05 04:00:00,49.0,38.8,35.1,48.3,61.0,12.2,,9.7,11.4,8.6,,100.0,,,,0.0
119,수원(농),2024-04-05 05:00:00,49.9,38.3,35.2,47.9,61.5,11.9,,9.6,11.2,8.6,,100.0,,,,0.0
119,수원(농),2024-04-05 06:00:00,51.6,38.3,34.9,47.0,61.3,11.8,,9.4,11.1,8.6,,100.0,,,,0.0
119,수원(농),2024-04-05 07:00:00,53.4,38.1,35.0,46.2,61.5,11.8,,9.6,11.7,8.6,,,,,,0.0
119,수원(농),2024-04-05 08:00:00,53.9,38.0,34.4,44.9,61.3,12.1,,10.5,13.2,8.6,,,,,,0.0
119,수원(농),2024-04-05 09:00:00,50.9,37.9,33.2,43.9,61.4,12.7,,12.6,16.6,8.7,,,,,,0.0
119,수원(농),2024-04-05 10:00:00,49.3,37.9,32.8,43.6,61.2,14.4,,18.0,23.6,8.7,,,,,,0.0
119,수원(농),2024-04-05 11:00:00,53.7,37.7,32.4,43.7,60.9,15.0,,17.1,22.0,8.8,,,,,,0.0
119,수원(농),2024-04-05 12:00:00,54.4,37.3,32.7,43.7,61.4,15.8,,20.2,26.8,8.8,,,,,,0.0
119,수원(농),2024-04-05 13:00:00,57.3,36.6,32.5,43.2,61.5,16.2,,18.5,21.9,8.8,,,,,,0.0
119,수원(농),2024-04-05 14:00:00,55.8,36.9,32.1,43.3,61.5,17.5,,25.5,30.8,8.8,,,,,,0.0
119,수원(농),2024-04-05 15:00:00,49.8,36.5,32.2,43.2,61.5,17.2,,21.5,22.7,8.8,,,,,,0.0
119,수원(농),2024-04-05 16:00:00,45.0,36.2,31.6,43.6,61.2,17.5,,23.1,26.4,8.8,,,,,,0.0
119,수원(농),2024-04-05 17:00:00,46.1,36.8,31.3,42.6,60.4,17.0,,17.9,21.4,8.8,,,,,,0.0
119,수원(농),2024-04-05 18:00:00,48.0,37.2,30.9,42.2,61.7,15.3,,14.7,15.8,8.8,,,,,,0.0
119,수원(농),2024-04-05 19:00:00,48.0,36.3,30.8,41.8,61.5,13.0,,11.7,10.7,8.7,,100.0,,,,0.0
119,수원(농),2024-04-05 20:00:00,51.5,36.3,30.5,40.4,61.4,11.6,,10.0,9.0,8.7,,100.0,,,,0.0
119,수원(농),2024-04-05 21:00:00,55.6,35.8,30.1,40.0,61.5,10.6,,9.1,4.5,8.6,,100.0,,,,0.0
119,수원(농),2024-04-05 22:00:00,62.6,35.4,29.7,39.0,60.7,9.5,,8.3,3.7,8.6,,100.0,,,,0.0
119,수원(농),2024-04-05 23:00:00,72.1,35.5,29.7,38.8,61.2,8.7,,7.7,2.8,8.6,,100.0,,,,0.0
119,수원(농),2024-04-06 00:00:00,75.8,35.9,29.5,37.9,61.2,8.2,,7.3,2.9,8.6,,100.0,,,,0.0
119,수원(농),2024-04-06 01:00:00,80.8,35.2,29.4,36.6,62.1,7.3,,6.8,2.5,8.6,,100.0,,,,0.0
119,수원(농),2024-04-06 02:00:00,85.9,34.9,29.0,36.4,61.4,6.6,,6.4,1.9,8.6,,100.0,,,,0.0
119,수원(농),2024-04-06 03:00:00,87.8,35.3,28.8,35.8,62.2,6.3,,6.1,2.4,8.6,,100.0,,,,0.0
119,수원(농),2024-04-06 04:00:00,90.4,35.1,28.8,35.3,62.6,5.7,,5.7,1.1,8.6,,100.0,,,,0.0
119,수원(농),2024-04-06 05:00:00,90.7,35.1,28.6,35.3,62.1,5.7,,5.3,1.9,8.6,,100.0,,,,0.0
119,수원(농),2024-04-06 06:00:00,91.8,35.0,28.8,35.1,62.0,5.2,,4.9,-0.1,8.6,,100.0,,,,0.0
119,수원(농),2024-04-06 07:00:00,92.9,34.7,28.3,34.8,62.0,5.7,,6.3,5.1,8.7,,,,,,0.0
119,수원(농),2024-04-06 08:00:00,84.2,34.8,28.3,34.5,61.2,8.1,,9.6,10.8,8.8,,,,,,0.0
119,수원(농),2024-04-06 09:00:00,67.9,35.0,28.4,34.6,61.9,10.4,,12.2,14.6,8.8,,,,,,0.0
119,수원(농),2024-04-06 10:00:00,57.8,34.7,28.4,33.7,61.0,12.3,,16.1,20.5,8.9,,,,,,0.0
119,수원(농),2024-04-06 11:00:00,39.5,35.1,28.6,34.5,62.0,13.7,,17.1,21.8,8.9,,,,,,0.0
119,수원(농),2024-04-06 12:00:00,33.2,35.1,28.5,34.2,61.3,14.9,,19.1,26.3,8.9,,,,,,0.0
119,수원(농),2024-04-06 13:00:00,37.5,34.8,28.4,34.9,62.1,16.2,,22.9,29.2,9.0,,,,,,0.0
119,수원(농),2024-04-06 14:00:00,33.6,34.4,28.4,34.2,61.2,17.2,,22.5,27.4,9.0,,,,,,0.0
119,수원(농),2024-04-06 15:00:00,36.8,34.3,28.8,34.4,61.9,16.7,,22.1,24.1,9.0,,,,,,0.0
119,수원(농),2024-04-06 16:00:00,31.4,34.7,28.3,34.5,62.3,16.4,,22.3,24.5,9.0,,,,,,0.0
119,수원(농),2024-04-06 17:00:00,30.0,34.8,28.2,34.4,62.0,16.1,,18.0,21.2,9.0,,,,,,0.0
119,수원(농),2024-04-06 18:00:00,30.5,34.7,28.3,34.4,61.4,15.1,,14.3,15.5,8.9,,,,,,0.0
119,수원(농),2024-04-06 19:00:00,30.8,34.3,27.5,34.3,61.9,12.9,,11.1,9.6,8.9,,100.0,,,,0.0
119,수원(농),2024-04-06 20:00:00,33.4,34.0,27.8,34.0,61.3,11.2,,9.3,4.9,8.8,,100.0,,,,0.0
119,수원(농),2024-04-06 21:00:00,38.2,34.2,27.7,34.1,62.1,9.9,,8.3,3.1,8.8,,100.0,,,,0.0
119,수원(농),2024-04-06 22:00:00,46.1,34.1,27.8,33.9,61.8,8.9,,7.5,2.1,8.8,,100.0,,,,0.0
119,수원(농),2024-04-06 23:00:00,50.4,33.9,27.7,33.5,61.3,8.0,,6.7,2.0,8.8,,100.0,,,,0.0
119,수원(농),2024-04-07 00:00:00,51.4,33.8,27.3,33.7,62.2,7.4,,6.2,1.4,8.8,,100.0,,,,0.0
119,수원(농),2024-04-07 01:00:00,57.4,33.9,27.1,33.9,62.1,6.9,,5.9,1.2,8.8,,100.0,,,,0.0
119,수원(농),2024-04-07 02:00:00,61.3,34.0,27.3,33.1,61.2,6.3,,5.4,0.7,8.8,,100.0,,,,0.0
119,수원(농),2024-04-07 03:00:00,70.1,34.0,27.2,33.7,62.0,5.3,,4.9,0.1,8.8,,100.0,,,,0.0
119,수원(농),2024-04-07 04:00:00,71.9,33.8,26.9,33.2,62.2,4.9,,4.7,0.4,8.8,,100.0,,,,0.0
119,수원(농),2024-04-07 05:00:00,65.4,33.3,27.1,33.1,61.8,4.7,,4.3,-0.6,8.8,,100.0,,,,0.0
